book_id,title,author,genre,sub_genre,pages,reading_level,avg_rating,publish_year,description,tags
B0305,Inferno,Dante Alighieri,Romance,Contemporary Romance,300,easy,3.9,1767,"A compelling romance book by Dante Alighieri, exploring themes of contemporary romance.",Contemporary Romance
B0306,I promessi sposi,Alessandro Manzoni,Romance,Contemporary Romance,300,easy,4.6,1800,"A compelling romance book by Alessandro Manzoni, exploring themes of contemporary romance.",Contemporary Romance
B0307,The Portrait of a Lady,Henry James,Romance,Contemporary Romance,300,easy,3.6,1881,"A compelling romance book by Henry James, exploring themes of contemporary romance.",Contemporary Romance
B0308,The Pathfinder,James Fenimore Cooper,Romance,Contemporary Romance,300,easy,3.8,1800,"A compelling romance book by James Fenimore Cooper, exploring themes of contemporary romance.",Contemporary Romance
B0309,Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,Romance,Contemporary Romance,300,easy,4.3,1872,"A compelling romance book by Jules Verne, exploring themes of contemporary romance.",Contemporary Romance
B0310,Jude the Obscure,Thomas Hardy,Romance,Contemporary Romance,300,easy,3.9,1895,"A compelling romance book by Thomas Hardy, exploring themes of contemporary romance.",Contemporary Romance
B0311,"Under the Greenwood Tree or, The Mellstock quire",Thomas Hardy,Romance,Contemporary Romance,300,easy,3.8,1872,"A compelling romance book by Thomas Hardy, exploring themes of contemporary romance.",Contemporary Romance
B0312,Princesse de Clèves,"Madame de La Fayette, Everett Carll Ladd, Ann Gostyn Serow, Thomas Sergeant Perry, François duc de La Rochefoucauld, Jean Mesnard, Jérôme Lecompte, H. Ashton, Robin Buss, Duas Duas Columnas, M. Philippe Ballin, Selina Hastings, Nancy Mitford, Alba Longa, Rostand Breck, Leonard Tancock, Jérémy Lasseaux, Li yu min, Josep Antoni Grimalt Gomila, Emma Calatayud, Nicole d'Amonville Alegría, Yvonne Jocks, Thomas Perry, Jules Garnier, A. Lamotte",Romance,Contemporary Romance,300,easy,4.4,1678,"A compelling romance book by Madame de La Fayette, Everett Carll Ladd, Ann Gostyn Serow, Thomas Sergeant Perry, François duc de La Rochefoucauld, Jean Mesnard, Jérôme Lecompte, H. Ashton, Robin Buss, Duas Duas Columnas, M. Philippe Ballin, Selina Hastings, Nancy Mitford, Alba Longa, Rostand Breck, Leonard Tancock, Jérémy Lasseaux, Li yu min, Josep Antoni Grimalt Gomila, Emma Calatayud, Nicole d'Amonville Alegría, Yvonne Jocks, Thomas Perry, Jules Garnier, A. Lamotte, exploring themes of contemporary romance.",Contemporary Romance
B0313,The Mysterious Rider,Zane Grey,Romance,Contemporary Romance,300,easy,4.7,1921,"A compelling romance book by Zane Grey, exploring themes of contemporary romance.",Contemporary Romance
B0314,The Song of the Lark,Willa Cather,Romance,Contemporary Romance,300,easy,3.9,1915,"A compelling romance book by Willa Cather, exploring themes of contemporary romance.",Contemporary Romance
B0315,Le rouge et le noir,Stendhal,Romance,Contemporary Romance,300,easy,4.1,1830,"A compelling romance book by Stendhal, exploring themes of contemporary romance.",Contemporary Romance
B0316,The Prairie,James Fenimore Cooper,Romance,Contemporary Romance,300,easy,3.7,1800,"A compelling romance book by James Fenimore Cooper, exploring themes of contemporary romance.",Contemporary Romance
B0317,Братья Карамазовы,Fiódor Dostoievski,Romance,Contemporary Romance,300,easy,4.4,1880,"A compelling romance book by Fiódor Dostoievski, exploring themes of contemporary romance.",Contemporary Romance
B0318,The Life and Adventures of Nicholas Nickleby,Charles Dickens,Romance,Contemporary Romance,300,easy,3.5,1800,"A compelling romance book by Charles Dickens, exploring themes of contemporary romance.",Contemporary Romance
B0319,The Woodlanders,Thomas Hardy,Romance,Contemporary Romance,300,easy,3.6,1800,"A compelling romance book by Thomas Hardy, exploring themes of contemporary romance.",Contemporary Romance
B0320,The Longest Journey,E. M. Forster,Romance,Contemporary Romance,300,easy,4.4,1907,"A compelling romance book by E. M. Forster, exploring themes of contemporary romance.",Contemporary Romance
B0321,Pride and Prejudice,Jane Austen,Literary Fiction,Contemporary,300,hard,4.0,1813,"A compelling literary fiction book by Jane Austen, exploring themes of contemporary.",Contemporary
B0322,Alice's Adventures in Wonderland,Lewis Carroll,Literary Fiction,Contemporary,300,hard,4.0,1865,"A compelling literary fiction book by Lewis Carroll, exploring themes of contemporary.",Contemporary
B0323,The Picture of Dorian Gray,Oscar Wilde,Literary Fiction,Contemporary,300,hard,4.2,1890,"A compelling literary fiction book by Oscar Wilde, exploring themes of contemporary.",Contemporary
B0324,Wuthering Heights,Emily Brontë,Literary Fiction,Contemporary,300,hard,4.0,1846,"A compelling literary fiction book by Emily Brontë, exploring themes of contemporary.",Contemporary
B0325,Adventures of Huckleberry Finn,Mark Twain,Literary Fiction,Contemporary,300,hard,3.7,1876,"A compelling literary fiction book by Mark Twain, exploring themes of contemporary.",Contemporary
B0326,The Scarlet Letter,Nathaniel Hawthorne,Literary Fiction,Contemporary,300,hard,3.9,1800,"A compelling literary fiction book by Nathaniel Hawthorne, exploring themes of contemporary.",Contemporary
B0327,Hamlet,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.6,1603,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0328,Emma,Jane Austen,Literary Fiction,Contemporary,300,hard,4.2,1815,"A compelling literary fiction book by Jane Austen, exploring themes of contemporary.",Contemporary
B0329,"Frankenstein; or, The Modern Prometheus",Mary Shelley,Literary Fiction,Contemporary,300,hard,3.9,1818,"A compelling literary fiction book by Mary Shelley, exploring themes of contemporary.",Contemporary
B0330,A Tale of Two Cities,Charles Dickens,Literary Fiction,Contemporary,300,hard,4.0,1800,"A compelling literary fiction book by Charles Dickens, exploring themes of contemporary.",Contemporary
B0331,Treasure Island,Robert Louis Stevenson,Literary Fiction,Contemporary,300,hard,4.6,1880,"A compelling literary fiction book by Robert Louis Stevenson, exploring themes of contemporary.",Contemporary
B0332,Dracula,Bram Stoker,Literary Fiction,Contemporary,300,hard,4.5,1897,"A compelling literary fiction book by Bram Stoker, exploring themes of contemporary.",Contemporary
B0333,Macbeth,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.6,1508,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0334,Othello,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.5,1622,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0335,Gulliver's Travels,Jonathan Swift,Literary Fiction,Contemporary,300,hard,4.5,1726,"A compelling literary fiction book by Jonathan Swift, exploring themes of contemporary.",Contemporary
B0336,King Lear,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.6,1608,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0337,Don Quijote de la Mancha,Miguel de Cervantes Saavedra,Literary Fiction,Contemporary,300,hard,4.3,1600,"A compelling literary fiction book by Miguel de Cervantes Saavedra, exploring themes of contemporary.",Contemporary
B0338,Madame Bovary,Gustave Flaubert,Literary Fiction,Contemporary,300,hard,3.8,1856,"A compelling literary fiction book by Gustave Flaubert, exploring themes of contemporary.",Contemporary
B0339,The Art of War,"孙武 (Sun Tzu), Stephen F. Kaufman, Lionel Giles, Onésimo Colavidas",Literary Fiction,Contemporary,300,hard,4.3,1900,"A compelling literary fiction book by 孙武 (Sun Tzu), Stephen F. Kaufman, Lionel Giles, Onésimo Colavidas, exploring themes of contemporary.",Contemporary
B0340,A Midsummer Night's Dream,William Shakespeare,Literary Fiction,Contemporary,300,hard,3.6,1600,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0341,Julius Caesar,William Shakespeare,Literary Fiction,Contemporary,300,hard,3.9,1656,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0342,La Divina Commedia,Dante Alighieri,Literary Fiction,Contemporary,300,hard,4.0,1472,"A compelling literary fiction book by Dante Alighieri, exploring themes of contemporary.",Contemporary
B0343,Анна Каренина,Лев Толстой,Literary Fiction,Contemporary,300,hard,4.0,1876,"A compelling literary fiction book by Лев Толстой, exploring themes of contemporary.",Contemporary
B0344,The Hound of the Baskervilles,Arthur Conan Doyle,Literary Fiction,Contemporary,300,hard,4.6,1900,"A compelling literary fiction book by Arthur Conan Doyle, exploring themes of contemporary.",Contemporary
B0345,Persuasion,Jane Austen,Literary Fiction,Contemporary,300,hard,4.1,1789,"A compelling literary fiction book by Jane Austen, exploring themes of contemporary.",Contemporary
B0346,The Great Gatsby,F. Scott Fitzgerald,Literary Fiction,Contemporary,300,hard,4.0,1920,"A compelling literary fiction book by F. Scott Fitzgerald, exploring themes of contemporary.",Contemporary
B0347,Преступление и наказание,Fiódor Dostoievski,Literary Fiction,Contemporary,300,hard,3.9,1866,"A compelling literary fiction book by Fiódor Dostoievski, exploring themes of contemporary.",Contemporary
B0348,The Time Machine,H. G. Wells,Literary Fiction,Contemporary,300,hard,4.4,1895,"A compelling literary fiction book by H. G. Wells, exploring themes of contemporary.",Contemporary
B0349,Walden,Henry David Thoreau,Literary Fiction,Contemporary,300,hard,4.0,1854,"A compelling literary fiction book by Henry David Thoreau, exploring themes of contemporary.",Contemporary
B0350,The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,Literary Fiction,Contemporary,300,hard,4.5,1892,"A compelling literary fiction book by Arthur Conan Doyle, exploring themes of contemporary.",Contemporary
B0351,The Taming of the Shrew,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.3,1631,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0352,Mansfield Park,Jane Austen,Literary Fiction,Contemporary,300,hard,4.3,1814,"A compelling literary fiction book by Jane Austen, exploring themes of contemporary.",Contemporary
B0353,Ἰλιάς,Ὅμηρος,Literary Fiction,Contemporary,300,hard,3.6,1505,"A compelling literary fiction book by Ὅμηρος, exploring themes of contemporary.",Contemporary
B0354,Candide,Voltaire,Literary Fiction,Contemporary,300,hard,4.1,1746,"A compelling literary fiction book by Voltaire, exploring themes of contemporary.",Contemporary
B0355,Dubliners,James Joyce,Literary Fiction,Contemporary,300,hard,3.9,1914,"A compelling literary fiction book by James Joyce, exploring themes of contemporary.",Contemporary
B0356,Troilus and Cressida,William Shakespeare,Literary Fiction,Contemporary,300,hard,3.5,1609,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0357,Captains Courageous,Rudyard Kipling,Literary Fiction,Contemporary,300,hard,4.6,1896,"A compelling literary fiction book by Rudyard Kipling, exploring themes of contemporary.",Contemporary
B0358,Romeo and Juliet,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.4,1597,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0359,The Sign of Four,Arthur Conan Doyle,Literary Fiction,Contemporary,300,hard,4.4,1889,"A compelling literary fiction book by Arthur Conan Doyle, exploring themes of contemporary.",Contemporary
B0360,Metamorphosis,Franz Kafka,Literary Fiction,Contemporary,300,hard,4.3,1915,"A compelling literary fiction book by Franz Kafka, exploring themes of contemporary.",Contemporary
B0361,The Adventures of Tom Sawyer,Mark Twain,Literary Fiction,Contemporary,300,hard,3.5,1817,"A compelling literary fiction book by Mark Twain, exploring themes of contemporary.",Contemporary
B0362,King Richard II,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.5,1597,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0363,All's Well That Ends Well,William Shakespeare,Literary Fiction,Contemporary,300,hard,3.6,1734,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0364,The Merchant of Venice,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.3,1600,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0365,The Tempest,William Shakespeare,Literary Fiction,Contemporary,300,hard,4.3,1611,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0366,πολιτεία,Plato,Literary Fiction,Contemporary,300,hard,4.3,1554,"A compelling literary fiction book by Plato, exploring themes of contemporary.",Contemporary
B0367,A Portrait of the Artist as a Young Man,"James Joyce, James Joyce, james joyce, J Joyce",Literary Fiction,Contemporary,300,hard,3.9,1818,"A compelling literary fiction book by James Joyce, James Joyce, james joyce, J Joyce, exploring themes of contemporary.",Contemporary
B0368,Metamorfosi,"Ovid, William S. Anderson, Mary Frederick, Rolfe Humphries, John Dryden, Samuel Garth, Jack Shapiro, Ovid, Robert Squillace, Frank Justus Miller, Ovidio, Julius Ziehen, Banier (Antoine, M L'Abbe), Niklas Holzberg, Lee Fratantuono, A D Melville, Emeritus Kennedy Professor of Latin Fellow E J Kenney, Ovide, William Scovil Anderson, Stephanie McCarter, Gerhard Fink, Alexander Pope, Joseph Addison, William Congreve, Gottlieb Erdmann Gierig, Jan Minell, Pieter Rabus, Alexander Pope, Sir Samuel Garth, John Godwin, OVIDIO, Publio Nasone Ovidio, Ovidi, Xavier Mata Oroval, Claude-Pierre Goujet, Claude-Pierre Banier, Publius Ovidius Naso, Edward Brooks, Edward Ovid, Ovidius, Ernest Ensor Publius Ovidius Naso, Ovídio, Pierre Du Ryer, Publio Ovidio Nason, Johannes Minellius, Nathan Bailey, J., F., and C. Rivington (Firm), G. G. J. and J. Robinson (Paternoster-Row, London, England), Scatcherd and Whitaker, Publius Ovidius Naso, Mathieu Guillaume Thérès de Villenave, Rudolf Merkel, Ovid Giovanni Andrea Dell' Anguillara, C. Luke Soucy, Publius Ovidius Naso, Joseph Gaspard Dubois-Fontanelle, Villenave, Moriz Haupt, Otto Korn, Otto Ovid, J. J. J.J. Howard, Henry Riley, Théodose Burette, Etienne Gros, John Clarke, John Ovid, William Thane Peck, Moriz Haupt, Hermann Johannes Müller, Otto Korn, Henry T. Riley, Banier M. l'abbé, Bernard Picart, Arthur Golding, William White, William Seres, J. H. Haydon, Maximus Planudes, Jean François Boissonade, Garth, Samuel Sir, Joseph Addison, Laurence Eusden, Arthur Maynwaring, Samuel Croxall, Nahum Tate, John Gay, Freigius, Moritz Haupt, Otto Korn, Ovide Ovide, George Sewell, Ovid Vergil, Ovide (Ovid) ; Georges Lafaye, Rolfe (Translated by) Ovid and Humphries, Ernst Karl Christian Bach, Rudolf Ehwald, Ovidb C -17 or 18 a D, Daniel Crespin, Anton Zingerle, Heinrich Stefan Sedlmayer, José Carlos Fernández Corte, María Josefa Cantó Llorca, Charles Martin, Emily R. Wilson, Ovide, Henry T. Riley, translated by frank jsutus miller Ovid, Moriz Haupt P. Ovidius Naso, 43 B. C. -17 or 18 A. D. Ovid, N. C. (Nathan Covington) 180 Brooks, José-Román Bravo Díaz, Publio Ovidio Nasón, Antonio Ruiz de Elvira Prieto, Bartolomé Segura Ramos, OVIDIO; BONIFAZ NU;O, RUBEN INTRODUCION, VERSION, OVIDIO; BONIFAZ NU;O, RUBEN INTRODUCION, VERSION, Publius Ovidius Naso Ovide, OVIDE, 43 B. C. -17 A. D. or 18 A. D. Ovid, Stamperia del Seminario (Padua), Publius Ovidius Publius Ovidius Naso, Henry Thomas Riley, Publi Ovidi Nasó, Donald E. Hill, J. R. Jenkinson, K. Sara Myers, Ovid Poet, John Laney, Hermann Breitenbach, Rudolf Merkel, Rudolf Ehwald, Ange-François Fariau de Saint-Ange, Pablo Picasso, Jean Gaspard Dubois-Fontanelle, Giuseppe Zocchi, Joseph Chamonard, Diedrich Ernest Bosselaar, Thomas Farnaby, Friedrich Polle, Johannes Siebelis, Bernardino Stagnino, Carolus Vivianus, Ovide (Ovid) ,  Georges Lafaye, Garth, Samuel Sir, George Sandys, Richard Badger, Johann Raener, Henricus Glareanus, Thomas Purfoot, Charles Simmons, Lodovico Dolce, Jakob Moltzer, Ercole Ciofani, Daniel Heinsius, Nicolaas Heinsius, Pieter Burman, Johann Wilhelm Capoferrius, Charles de Massac, Raymond de Massac, George Sewell, Jakob Moltzer, Raffaele Regio, Giovanni de Buonsignore, Luca-Antonio Giunta, William Caxton, George Hibbert, Roxburghe Club, Erich Rösch, Joseph Davidson, Claude-Pierre Goujet, N. Bailey, Johannes Minellius, Banier (Antoine), Jean Matheus, Isaac Briot, Pierre Firens, Michael Faulte, Gerard Jean-Baptiste Scotin, Antoine Humblot, Virgil Solis, Vasiliĭ Maĭkov, Gerhard Lorich, Marguerite Carnec, Olivier Sers, SparkNotes, Georges Lafaye, Raphaello Regius, Josse Badius, Gottlieb Erdmann Gierig, Almeno pseud, Ēlias Tsirinkakēs, Jordi Parramon Blasco, John Clarke, Jacobus Rubeus, Henry N. Heale, William Scovil Anderson, Gianpiero Rosati, Giovanna Faranda Villa, Rossella Corti, Nicolas Renouard, Publius Vergilius Maro, Henry King, Karl Hermann Weise, Jorge de Bustamante, Pierre Bellère, Fitzwilliam, William Charles de Meuron Earl, Edward Glaser, Giovanni de' Buonsignori, Gregor Bersmann, Josse Badius, Pieter Rabus, 'Introductiones' Printer of Nebrissensis, Hannibal Gamon, Clifden, Arthur Victor Agar-Robartes Viscount, England) Lanhydrock House (Cornwall, Giovanni Andrea dell' Anguillara, Francesco Turchi, Clarke, John, Lodovico Dolce, Ovid, Banier (Antoine), Claude-Pierre Goujet, Karl Paul Otto Korn, H. J. Müller, Otto Korn, Johann Balthasar Sedkezki, Stephen Gaselee, H. F. B. Brett-Smith, Pepys Library, Raphaello Regius, Paul Brandt, Thomas Farnaby, Pierre Du Ryer, Gwilym Aneurin Tudor Davies, Ovid, 43 BCE-18, 43 BCE-18",Literary Fiction,Contemporary,300,hard,4.1,1474,"A compelling literary fiction book by Ovid, William S. Anderson, Mary Frederick, Rolfe Humphries, John Dryden, Samuel Garth, Jack Shapiro, Ovid, Robert Squillace, Frank Justus Miller, Ovidio, Julius Ziehen, Banier (Antoine, M L'Abbe), Niklas Holzberg, Lee Fratantuono, A D Melville, Emeritus Kennedy Professor of Latin Fellow E J Kenney, Ovide, William Scovil Anderson, Stephanie McCarter, Gerhard Fink, Alexander Pope, Joseph Addison, William Congreve, Gottlieb Erdmann Gierig, Jan Minell, Pieter Rabus, Alexander Pope, Sir Samuel Garth, John Godwin, OVIDIO, Publio Nasone Ovidio, Ovidi, Xavier Mata Oroval, Claude-Pierre Goujet, Claude-Pierre Banier, Publius Ovidius Naso, Edward Brooks, Edward Ovid, Ovidius, Ernest Ensor Publius Ovidius Naso, Ovídio, Pierre Du Ryer, Publio Ovidio Nason, Johannes Minellius, Nathan Bailey, J., F., and C. Rivington (Firm), G. G. J. and J. Robinson (Paternoster-Row, London, England), Scatcherd and Whitaker, Publius Ovidius Naso, Mathieu Guillaume Thérès de Villenave, Rudolf Merkel, Ovid Giovanni Andrea Dell' Anguillara, C. Luke Soucy, Publius Ovidius Naso, Joseph Gaspard Dubois-Fontanelle, Villenave, Moriz Haupt, Otto Korn, Otto Ovid, J. J. J.J. Howard, Henry Riley, Théodose Burette, Etienne Gros, John Clarke, John Ovid, William Thane Peck, Moriz Haupt, Hermann Johannes Müller, Otto Korn, Henry T. Riley, Banier M. l'abbé, Bernard Picart, Arthur Golding, William White, William Seres, J. H. Haydon, Maximus Planudes, Jean François Boissonade, Garth, Samuel Sir, Joseph Addison, Laurence Eusden, Arthur Maynwaring, Samuel Croxall, Nahum Tate, John Gay, Freigius, Moritz Haupt, Otto Korn, Ovide Ovide, George Sewell, Ovid Vergil, Ovide (Ovid) ; Georges Lafaye, Rolfe (Translated by) Ovid and Humphries, Ernst Karl Christian Bach, Rudolf Ehwald, Ovidb C -17 or 18 a D, Daniel Crespin, Anton Zingerle, Heinrich Stefan Sedlmayer, José Carlos Fernández Corte, María Josefa Cantó Llorca, Charles Martin, Emily R. Wilson, Ovide, Henry T. Riley, translated by frank jsutus miller Ovid, Moriz Haupt P. Ovidius Naso, 43 B. C. -17 or 18 A. D. Ovid, N. C. (Nathan Covington) 180 Brooks, José-Román Bravo Díaz, Publio Ovidio Nasón, Antonio Ruiz de Elvira Prieto, Bartolomé Segura Ramos, OVIDIO; BONIFAZ NU;O, RUBEN INTRODUCION, VERSION, OVIDIO; BONIFAZ NU;O, RUBEN INTRODUCION, VERSION, Publius Ovidius Naso Ovide, OVIDE, 43 B. C. -17 A. D. or 18 A. D. Ovid, Stamperia del Seminario (Padua), Publius Ovidius Publius Ovidius Naso, Henry Thomas Riley, Publi Ovidi Nasó, Donald E. Hill, J. R. Jenkinson, K. Sara Myers, Ovid Poet, John Laney, Hermann Breitenbach, Rudolf Merkel, Rudolf Ehwald, Ange-François Fariau de Saint-Ange, Pablo Picasso, Jean Gaspard Dubois-Fontanelle, Giuseppe Zocchi, Joseph Chamonard, Diedrich Ernest Bosselaar, Thomas Farnaby, Friedrich Polle, Johannes Siebelis, Bernardino Stagnino, Carolus Vivianus, Ovide (Ovid) ,  Georges Lafaye, Garth, Samuel Sir, George Sandys, Richard Badger, Johann Raener, Henricus Glareanus, Thomas Purfoot, Charles Simmons, Lodovico Dolce, Jakob Moltzer, Ercole Ciofani, Daniel Heinsius, Nicolaas Heinsius, Pieter Burman, Johann Wilhelm Capoferrius, Charles de Massac, Raymond de Massac, George Sewell, Jakob Moltzer, Raffaele Regio, Giovanni de Buonsignore, Luca-Antonio Giunta, William Caxton, George Hibbert, Roxburghe Club, Erich Rösch, Joseph Davidson, Claude-Pierre Goujet, N. Bailey, Johannes Minellius, Banier (Antoine), Jean Matheus, Isaac Briot, Pierre Firens, Michael Faulte, Gerard Jean-Baptiste Scotin, Antoine Humblot, Virgil Solis, Vasiliĭ Maĭkov, Gerhard Lorich, Marguerite Carnec, Olivier Sers, SparkNotes, Georges Lafaye, Raphaello Regius, Josse Badius, Gottlieb Erdmann Gierig, Almeno pseud, Ēlias Tsirinkakēs, Jordi Parramon Blasco, John Clarke, Jacobus Rubeus, Henry N. Heale, William Scovil Anderson, Gianpiero Rosati, Giovanna Faranda Villa, Rossella Corti, Nicolas Renouard, Publius Vergilius Maro, Henry King, Karl Hermann Weise, Jorge de Bustamante, Pierre Bellère, Fitzwilliam, William Charles de Meuron Earl, Edward Glaser, Giovanni de' Buonsignori, Gregor Bersmann, Josse Badius, Pieter Rabus, 'Introductiones' Printer of Nebrissensis, Hannibal Gamon, Clifden, Arthur Victor Agar-Robartes Viscount, England) Lanhydrock House (Cornwall, Giovanni Andrea dell' Anguillara, Francesco Turchi, Clarke, John, Lodovico Dolce, Ovid, Banier (Antoine), Claude-Pierre Goujet, Karl Paul Otto Korn, H. J. Müller, Otto Korn, Johann Balthasar Sedkezki, Stephen Gaselee, H. F. B. Brett-Smith, Pepys Library, Raphaello Regius, Paul Brandt, Thomas Farnaby, Pierre Du Ryer, Gwilym Aneurin Tudor Davies, Ovid, 43 BCE-18, 43 BCE-18, exploring themes of contemporary.",Contemporary
B0369,Tess of the d'Urbervilles,Thomas Hardy,Literary Fiction,Contemporary,300,hard,3.8,1707,"A compelling literary fiction book by Thomas Hardy, exploring themes of contemporary.",Contemporary
B0370,"Le Comte de Monte-Cristo, II",Alexandre Dumas,Literary Fiction,Contemporary,300,hard,3.8,1830,"A compelling literary fiction book by Alexandre Dumas, exploring themes of contemporary.",Contemporary
B0371,The Yellow Wallpaper,"Charlotte Perkins Gilman, Aric Cushing, Logan Thomas, SparkNotes, Bryan Hunt, A. J. Alexander, Steven Stern, Aileen Oracion, Twisted Classics, Anne Geer, Sara Barkat, Period Time Publishing, Félix Gerónimo, Agustín López Tobajas, Nicolae Sfetcu, Erminia Passannanti",Literary Fiction,Contemporary,300,hard,4.6,1892,"A compelling literary fiction book by Charlotte Perkins Gilman, Aric Cushing, Logan Thomas, SparkNotes, Bryan Hunt, A. J. Alexander, Steven Stern, Aileen Oracion, Twisted Classics, Anne Geer, Sara Barkat, Period Time Publishing, Félix Gerónimo, Agustín López Tobajas, Nicolae Sfetcu, Erminia Passannanti, exploring themes of contemporary.",Contemporary
B0372,Animal Farm,George Orwell,Literary Fiction,Contemporary,300,hard,3.5,1945,"A compelling literary fiction book by George Orwell, exploring themes of contemporary.",Contemporary
B0373,The Woman in White,"Wilkie Collins, William Collins",Literary Fiction,Contemporary,300,hard,3.8,1859,"A compelling literary fiction book by Wilkie Collins, William Collins, exploring themes of contemporary.",Contemporary
B0374,"Henry VI, Part 3",William Shakespeare,Literary Fiction,Contemporary,300,hard,3.8,1600,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0375,The Man Who Knew Too Much,Gilbert Keith Chesterton,Literary Fiction,Contemporary,300,hard,4.2,1922,"A compelling literary fiction book by Gilbert Keith Chesterton, exploring themes of contemporary.",Contemporary
B0376,Silas Marner,"George Eliot, John O'Connor, Mary Anne Evans, Hugh Thomson, Julius Frese",Literary Fiction,Contemporary,300,hard,4.2,1800,"A compelling literary fiction book by George Eliot, John O'Connor, Mary Anne Evans, Hugh Thomson, Julius Frese, exploring themes of contemporary.",Contemporary
B0377,Herland,"Charlotte Perkins Gilman, Alex Goody, Eva Kumar, Evelynn D. Smith, Chavdar Georgiev, Booking, Aurora Irvine",Literary Fiction,Contemporary,300,hard,4.3,1915,"A compelling literary fiction book by Charlotte Perkins Gilman, Alex Goody, Eva Kumar, Evelynn D. Smith, Chavdar Georgiev, Booking, Aurora Irvine, exploring themes of contemporary.",Contemporary
B0378,Faust,Johann Wolfgang von Goethe,Literary Fiction,Contemporary,300,hard,3.5,1800,"A compelling literary fiction book by Johann Wolfgang von Goethe, exploring themes of contemporary.",Contemporary
B0379,O Pioneers!,Willa Cather,Literary Fiction,Contemporary,300,hard,4.3,1913,"A compelling literary fiction book by Willa Cather, exploring themes of contemporary.",Contemporary
B0380,The Castle of Otranto,Horace Walpole,Literary Fiction,Contemporary,300,hard,3.5,1764,"A compelling literary fiction book by Horace Walpole, exploring themes of contemporary.",Contemporary
B0381,The Turn of the Screw,Henry James,Literary Fiction,Contemporary,300,hard,4.0,1898,"A compelling literary fiction book by Henry James, exploring themes of contemporary.",Contemporary
B0382,Heart of Darkness,Joseph Conrad,Literary Fiction,Contemporary,300,hard,3.6,1899,"A compelling literary fiction book by Joseph Conrad, exploring themes of contemporary.",Contemporary
B0383,Nineteen Eighty-Four,George Orwell,Literary Fiction,Contemporary,300,hard,4.5,1949,"A compelling literary fiction book by George Orwell, exploring themes of contemporary.",Contemporary
B0384,Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,Literary Fiction,Contemporary,300,hard,3.5,1889,"A compelling literary fiction book by Lewis Carroll, exploring themes of contemporary.",Contemporary
B0385,The Club of Queer Trades,Gilbert Keith Chesterton,Literary Fiction,Contemporary,300,hard,4.1,1900,"A compelling literary fiction book by Gilbert Keith Chesterton, exploring themes of contemporary.",Contemporary
B0386,"Villette, a novel",Charlotte Brontë,Literary Fiction,Contemporary,300,hard,4.0,1853,"A compelling literary fiction book by Charlotte Brontë, exploring themes of contemporary.",Contemporary
B0387,Metamorphoses,Ovid,Literary Fiction,Contemporary,300,hard,3.5,1479,"A compelling literary fiction book by Ovid, exploring themes of contemporary.",Contemporary
B0388,Howards End,E. M. Forster,Literary Fiction,Contemporary,300,hard,3.8,1910,"A compelling literary fiction book by E. M. Forster, exploring themes of contemporary.",Contemporary
B0389,The Beautiful and Damned,F. Scott Fitzgerald,Literary Fiction,Contemporary,300,hard,4.3,1920,"A compelling literary fiction book by F. Scott Fitzgerald, exploring themes of contemporary.",Contemporary
B0390,Pericles,William Shakespeare,Literary Fiction,Contemporary,300,hard,3.9,1609,"A compelling literary fiction book by William Shakespeare, exploring themes of contemporary.",Contemporary
B0391,Lilith,George MacDonald,Literary Fiction,Contemporary,300,hard,3.7,1895,"A compelling literary fiction book by George MacDonald, exploring themes of contemporary.",Contemporary
B0392,L’étranger,Albert Camus,Literary Fiction,Contemporary,300,hard,4.6,1942,"A compelling literary fiction book by Albert Camus, exploring themes of contemporary.",Contemporary
